top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
210,42,"Feb 4, 2023",4th Qtr,0:52,0,3,25,0,123,129,NOP,LAL,2023,red
57,226,"Feb 4, 2023",4th Qtr,0:12,1,2,2,0,126,131,NOP,LAL,2023,green
117,243,"Feb 7, 2023",1st Qtr,11:43,0,2,7,0,0,0,OKC,LAL,2023,red
189,243,"Feb 7, 2023",1st Qtr,9:58,0,2,14,1,5,3,OKC,LAL,2023,red
133,21,"Feb 7, 2023",1st Qtr,7:03,1,3,23,1,14,11,OKC,LAL,2023,green
308,136,"Feb 7, 2023",1st Qtr,6:11,0,3,28,1,15,13,OKC,LAL,2023,red
89,233,"Feb 7, 2023",1st Qtr,5:40,1,2,4,1,17,13,OKC,LAL,2023,green
79,242,"Feb 7, 2023",1st Qtr,4:50,1,2,3,1,19,15,OKC,LAL,2023,green
67,236,"Feb 7, 2023",2nd Qtr,11:39,0,2,2,0,34,36,OKC,LAL,2023,red
81,282,"Feb 7, 2023",2nd Qtr,10:53,1,2,5,1,39,37,OKC,LAL,2023,green
83,229,"Feb 7, 2023",2nd Qtr,10:19,1,2,4,1,42,40,OKC,LAL,2023,green
297,224,"Feb 7, 2023",2nd Qtr,7:52,1,3,25,0,48,50,OKC,LAL,2023,green
91,377,"Feb 7, 2023",3rd Qtr,11:26,0,2,14,0,66,76,OKC,LAL,2023,red
291,344,"Feb 7, 2023",3rd Qtr,8:29,1,3,26,0,75,84,OKC,LAL,2023,green
308,202,"Feb 7, 2023",3rd Qtr,7:56,1,3,26,0,78,84,OKC,LAL,2023,green
76,258,"Feb 7, 2023",3rd Qtr,5:11,1,2,3,0,82,92,OKC,LAL,2023,green
58,261,"Feb 7, 2023",3rd Qtr,4:33,0,2,2,0,82,92,OKC,LAL,2023,red
75,252,"Feb 7, 2023",3rd Qtr,2:00,1,2,3,0,93,100,OKC,LAL,2023,green
78,237,"Feb 7, 2023",3rd Qtr,1:06,1,2,3,0,97,102,OKC,LAL,2023,green
179,192,"Feb 7, 2023",3rd Qtr,0:10,1,2,14,0,99,104,OKC,LAL,2023,green
69,467,"Feb 7, 2023",4th Qtr,7:26,0,3,23,0,106,116,OKC,LAL,2023,red
67,240,"Feb 7, 2023",4th Qtr,1:51,1,2,2,0,118,129,OKC,LAL,2023,green
212,335,"Feb 15, 2023",1st Qtr,11:19,1,2,19,1,5,0,NOP,LAL,2023,green
281,97,"Feb 15, 2023",1st Qtr,10:30,0,3,27,1,8,0,NOP,LAL,2023,red
68,238,"Feb 15, 2023",2nd Qtr,9:41,1,2,2,1,45,32,NOP,LAL,2023,green
322,296,"Feb 15, 2023",2nd Qtr,3:27,0,3,28,1,53,44,NOP,LAL,2023,red
279,140,"Feb 15, 2023",3rd Qtr,10:46,0,3,25,1,56,53,NOP,LAL,2023,red
78,237,"Feb 15, 2023",3rd Qtr,10:20,1,2,3,1,58,55,NOP,LAL,2023,green
64,228,"Feb 15, 2023",3rd Qtr,8:53,1,2,2,1,65,56,NOP,LAL,2023,green
304,207,"Feb 15, 2023",3rd Qtr,0:42,0,3,26,1,82,71,NOP,LAL,2023,red
68,245,"Feb 15, 2023",4th Qtr,11:11,1,2,2,1,91,75,NOP,LAL,2023,green
78,253,"Feb 15, 2023",4th Qtr,10:52,0,2,3,1,91,75,NOP,LAL,2023,red
81,242,"Feb 15, 2023",4th Qtr,10:36,1,2,3,1,95,75,NOP,LAL,2023,green
58,260,"Feb 15, 2023",4th Qtr,8:59,1,2,2,1,97,82,NOP,LAL,2023,green
161,292,"Feb 15, 2023",4th Qtr,8:08,0,2,12,1,98,84,NOP,LAL,2023,red
190,33,"Feb 15, 2023",4th Qtr,7:36,0,3,25,1,101,84,NOP,LAL,2023,red
66,224,"Feb 23, 2023",1st Qtr,11:44,0,2,2,0,0,0,GSW,LAL,2023,red
73,263,"Feb 23, 2023",1st Qtr,0:07,1,2,3,1,31,23,GSW,LAL,2023,green
81,253,"Feb 23, 2023",2nd Qtr,11:15,1,2,3,1,33,23,GSW,LAL,2023,green
66,206,"Feb 23, 2023",2nd Qtr,11:01,0,2,4,1,33,25,GSW,LAL,2023,red
83,16,"Feb 23, 2023",2nd Qtr,8:02,0,3,23,1,39,33,GSW,LAL,2023,red
172,211,"Feb 23, 2023",2nd Qtr,6:59,0,2,13,1,42,33,GSW,LAL,2023,red
218,437,"Feb 23, 2023",2nd Qtr,0:25,0,3,26,1,59,56,GSW,LAL,2023,red
104,240,"Feb 23, 2023",2nd Qtr,0:19,0,2,5,1,59,56,GSW,LAL,2023,red
117,377,"Feb 23, 2023",2nd Qtr,0:05,0,2,15,1,59,56,GSW,LAL,2023,red
242,398,"Feb 23, 2023",3rd Qtr,11:30,1,3,25,1,62,58,GSW,LAL,2023,green
86,214,"Feb 23, 2023",3rd Qtr,11:19,0,2,4,1,62,58,GSW,LAL,2023,red
67,243,"Feb 23, 2023",3rd Qtr,11:17,0,2,2,1,62,58,GSW,LAL,2023,red
64,242,"Feb 23, 2023",3rd Qtr,11:16,0,2,1,1,62,58,GSW,LAL,2023,red
51,240,"Feb 23, 2023",3rd Qtr,11:10,0,2,0,1,62,58,GSW,LAL,2023,red
78,237,"Feb 23, 2023",3rd Qtr,7:28,0,2,3,1,74,63,GSW,LAL,2023,red
234,54,"Feb 23, 2023",3rd Qtr,7:26,0,3,26,1,74,63,GSW,LAL,2023,red
132,470,"Feb 23, 2023",3rd Qtr,7:14,1,3,24,1,77,63,GSW,LAL,2023,green
216,152,"Feb 23, 2023",3rd Qtr,1:15,0,2,19,1,92,78,GSW,LAL,2023,red
258,395,"Feb 23, 2023",4th Qtr,11:03,0,3,26,1,98,82,GSW,LAL,2023,red
68,241,"Feb 23, 2023",4th Qtr,10:01,1,2,2,1,102,82,GSW,LAL,2023,green
302,197,"Feb 26, 2023",1st Qtr,7:48,0,3,26,0,6,9,DAL,LAL,2023,red
46,201,"Feb 26, 2023",1st Qtr,7:20,0,2,4,0,6,9,DAL,LAL,2023,red
67,434,"Feb 26, 2023",1st Qtr,6:51,0,2,19,0,8,9,DAL,LAL,2023,red
63,245,"Feb 26, 2023",1st Qtr,2:27,1,2,1,0,15,20,DAL,LAL,2023,green
274,73,"Feb 26, 2023",1st Qtr,0:46,0,3,28,0,15,26,DAL,LAL,2023,red
94,205,"Feb 26, 2023",1st Qtr,0:04,0,2,6,0,16,26,DAL,LAL,2023,red
71,228,"Feb 26, 2023",2nd Qtr,10:20,0,2,2,0,16,32,DAL,LAL,2023,red
50,240,"Feb 26, 2023",2nd Qtr,10:16,1,2,0,0,18,32,DAL,LAL,2023,green
303,168,"Feb 26, 2023",2nd Qtr,8:49,0,3,26,0,19,38,DAL,LAL,2023,red
58,249,"Feb 26, 2023",2nd Qtr,7:25,1,2,1,0,21,45,DAL,LAL,2023,green
157,284,"Feb 26, 2023",2nd Qtr,2:39,1,2,12,0,37,57,DAL,LAL,2023,green
58,226,"Feb 26, 2023",3rd Qtr,8:48,0,2,2,0,55,72,DAL,LAL,2023,red
61,223,"Feb 26, 2023",3rd Qtr,6:37,1,2,2,0,65,72,DAL,LAL,2023,green
98,265,"Feb 26, 2023",3rd Qtr,3:16,0,2,5,0,71,75,DAL,LAL,2023,red
292,321,"Feb 26, 2023",4th Qtr,11:44,1,3,25,0,81,81,DAL,LAL,2023,green
68,225,"Feb 26, 2023",4th Qtr,10:52,1,2,2,1,83,81,DAL,LAL,2023,green
267,405,"Feb 26, 2023",4th Qtr,9:34,0,3,27,0,84,86,DAL,LAL,2023,red
54,102,"Feb 26, 2023",4th Qtr,9:26,0,2,14,0,84,86,DAL,LAL,2023,red
137,227,"Feb 26, 2023",4th Qtr,6:09,1,2,9,1,95,92,DAL,LAL,2023,green
88,247,"Feb 26, 2023",4th Qtr,5:44,0,2,4,1,95,92,DAL,LAL,2023,red
108,227,"Feb 26, 2023",4th Qtr,5:03,1,2,6,1,97,95,DAL,LAL,2023,green
218,27,"Feb 26, 2023",4th Qtr,4:28,0,3,27,0,97,98,DAL,LAL,2023,red
49,243,"Feb 26, 2023",4th Qtr,1:26,1,2,0,1,106,103,DAL,LAL,2023,green
67,230,"Mar 26, 2023",1st Qtr,2:54,1,2,2,1,21,19,CHI,LAL,2023,green
211,204,"Mar 26, 2023",1st Qtr,2:19,0,2,16,1,21,19,CHI,LAL,2023,red
121,150,"Mar 26, 2023",2nd Qtr,4:40,0,2,11,0,39,59,CHI,LAL,2023,red
258,377,"Mar 26, 2023",2nd Qtr,2:10,0,3,25,0,47,59,CHI,LAL,2023,red
239,227,"Mar 26, 2023",2nd Qtr,0:37,1,2,19,0,53,63,CHI,LAL,2023,green
71,238,"Mar 26, 2023",3rd Qtr,9:28,1,2,2,0,57,72,CHI,LAL,2023,green
86,249,"Mar 26, 2023",3rd Qtr,4:26,1,2,4,0,67,83,CHI,LAL,2023,green
81,240,"Mar 26, 2023",4th Qtr,9:01,1,2,3,0,84,99,CHI,LAL,2023,green
87,229,"Mar 26, 2023",4th Qtr,4:02,0,2,4,0,94,107,CHI,LAL,2023,red
100,242,"Mar 26, 2023",4th Qtr,2:44,1,2,5,0,98,110,CHI,LAL,2023,green
307,164,"Mar 26, 2023",4th Qtr,1:05,0,3,27,0,105,115,CHI,LAL,2023,red
54,260,"Mar 29, 2023",1st Qtr,10:51,0,2,2,0,2,2,CHI,LAL,2023,red
111,401,"Mar 29, 2023",1st Qtr,8:18,0,2,17,1,13,6,CHI,LAL,2023,red
192,450,"Mar 29, 2023",1st Qtr,8:08,1,3,25,1,16,6,CHI,LAL,2023,green
80,244,"Mar 29, 2023",1st Qtr,6:38,0,2,3,1,16,8,CHI,LAL,2023,red
50,240,"Mar 29, 2023",1st Qtr,6:37,1,2,0,1,18,8,CHI,LAL,2023,green
58,221,"Mar 29, 2023",2nd Qtr,10:19,1,2,2,1,34,25,CHI,LAL,2023,green
50,240,"Mar 29, 2023",2nd Qtr,5:38,0,2,0,0,37,39,CHI,LAL,2023,red
326,106,"Mar 29, 2023",2nd Qtr,1:12,0,3,31,1,53,51,CHI,LAL,2023,red
51,224,"Mar 29, 2023",2nd Qtr,0:04,1,2,2,1,59,51,CHI,LAL,2023,green
43,100,"Mar 29, 2023",3rd Qtr,11:36,1,2,14,1,61,51,CHI,LAL,2023,green
57,64,"Mar 29, 2023",3rd Qtr,10:54,1,2,18,1,63,53,CHI,LAL,2023,green
282,241,"Mar 29, 2023",3rd Qtr,9:20,0,2,23,1,66,53,CHI,LAL,2023,red
69,261,"Mar 29, 2023",3rd Qtr,4:32,0,2,3,1,77,61,CHI,LAL,2023,red
73,467,"Mar 29, 2023",3rd Qtr,4:06,0,3,23,1,77,63,CHI,LAL,2023,red
48,257,"Mar 29, 2023",4th Qtr,10:19,1,2,2,1,89,76,CHI,LAL,2023,green
51,240,"Mar 29, 2023",4th Qtr,9:40,1,2,0,1,91,76,CHI,LAL,2023,green
69,139,"Mar 29, 2023",4th Qtr,7:08,1,2,10,1,100,84,CHI,LAL,2023,green
58,247,"Mar 29, 2023",4th Qtr,6:46,0,2,1,1,100,84,CHI,LAL,2023,red
52,252,"Mar 29, 2023",4th Qtr,5:27,1,2,1,1,107,90,CHI,LAL,2023,green
67,217,"Mar 31, 2023",1st Qtr,11:20,0,2,3,0,0,2,MIN,LAL,2023,red
231,289,"Mar 31, 2023",1st Qtr,10:28,0,2,19,0,1,4,MIN,LAL,2023,red
67,262,"Mar 31, 2023",1st Qtr,8:45,1,2,3,0,6,9,MIN,LAL,2023,green
299,292,"Mar 31, 2023",1st Qtr,1:44,0,3,25,0,25,25,MIN,LAL,2023,red
75,237,"Mar 31, 2023",1st Qtr,1:26,0,2,3,0,25,25,MIN,LAL,2023,red
64,134,"Mar 31, 2023",1st Qtr,1:18,0,2,11,0,25,25,MIN,LAL,2023,red
67,252,"Mar 31, 2023",2nd Qtr,10:32,1,2,2,1,34,29,MIN,LAL,2023,green
157,377,"Mar 31, 2023",2nd Qtr,10:09,0,2,17,1,35,32,MIN,LAL,2023,red
64,242,"Mar 31, 2023",2nd Qtr,7:36,1,2,1,1,43,39,MIN,LAL,2023,green
56,234,"Mar 31, 2023",2nd Qtr,7:14,0,2,1,1,43,39,MIN,LAL,2023,red
293,184,"Mar 31, 2023",2nd Qtr,0:59,0,3,25,0,53,60,MIN,LAL,2023,red
94,297,"Mar 31, 2023",2nd Qtr,0:00,0,2,7,0,55,65,MIN,LAL,2023,red
51,240,"Mar 31, 2023",3rd Qtr,10:57,1,2,0,0,58,68,MIN,LAL,2023,green
69,242,"Mar 31, 2023",3rd Qtr,0:48,1,2,2,1,90,81,MIN,LAL,2023,green
67,235,"Mar 31, 2023",4th Qtr,10:52,1,2,2,1,92,83,MIN,LAL,2023,green
87,193,"Mar 31, 2023",4th Qtr,9:04,0,2,6,1,95,83,MIN,LAL,2023,red
93,188,"Mar 31, 2023",4th Qtr,3:16,0,2,7,1,112,99,MIN,LAL,2023,red
243,272,"Mar 31, 2023",4th Qtr,2:05,0,2,20,1,114,101,MIN,LAL,2023,red
148,468,"Mar 31, 2023",4th Qtr,0:54,1,3,25,1,121,108,MIN,LAL,2023,green
141,230,"Apr 2, 2023",1st Qtr,10:38,1,2,9,1,5,2,HOU,LAL,2023,green
230,423,"Apr 2, 2023",1st Qtr,10:01,0,3,26,0,5,5,HOU,LAL,2023,red
103,129,"Apr 2, 2023",1st Qtr,7:00,0,2,12,1,16,10,HOU,LAL,2023,red
266,228,"Apr 2, 2023",1st Qtr,2:10,1,2,22,1,29,19,HOU,LAL,2023,green
162,178,"Apr 2, 2023",2nd Qtr,11:23,0,2,13,1,35,21,HOU,LAL,2023,red
61,247,"Apr 2, 2023",2nd Qtr,10:05,0,2,1,1,40,23,HOU,LAL,2023,red
51,240,"Apr 2, 2023",2nd Qtr,10:02,1,2,0,1,42,23,HOU,LAL,2023,green
51,246,"Apr 2, 2023",2nd Qtr,7:34,1,2,1,1,49,32,HOU,LAL,2023,green
308,235,"Apr 2, 2023",2nd Qtr,6:59,0,3,26,1,50,34,HOU,LAL,2023,red
295,140,"Apr 2, 2023",3rd Qtr,11:51,0,3,26,1,70,60,HOU,LAL,2023,red
98,4,"Apr 2, 2023",3rd Qtr,11:07,0,3,24,1,70,62,HOU,LAL,2023,red
220,46,"Apr 2, 2023",3rd Qtr,8:07,1,3,26,1,78,68,HOU,LAL,2023,green
74,240,"Apr 2, 2023",3rd Qtr,1:15,0,2,2,1,97,81,HOU,LAL,2023,red
220,428,"Apr 2, 2023",3rd Qtr,0:47,0,3,25,1,97,83,HOU,LAL,2023,red
71,234,"Apr 2, 2023",3rd Qtr,0:30,1,2,2,1,99,83,HOU,LAL,2023,green
50,240,"Apr 2, 2023",4th Qtr,11:17,1,2,0,1,103,83,HOU,LAL,2023,green
71,236,"Apr 2, 2023",4th Qtr,9:02,1,2,2,1,113,88,HOU,LAL,2023,green
333,200,"Apr 2, 2023",4th Qtr,8:22,0,3,29,1,114,88,HOU,LAL,2023,red
153,72,"Apr 4, 2023",1st Qtr,11:22,0,2,20,0,0,2,UTA,LAL,2023,red
111,407,"Apr 4, 2023",1st Qtr,8:42,1,2,18,1,8,7,UTA,LAL,2023,green
98,209,"Apr 4, 2023",1st Qtr,2:45,1,2,6,1,26,19,UTA,LAL,2023,green
53,197,"Apr 4, 2023",2nd Qtr,11:40,1,2,4,1,36,33,UTA,LAL,2023,green
304,268,"Apr 4, 2023",2nd Qtr,11:21,0,3,26,1,36,33,UTA,LAL,2023,red
92,275,"Apr 4, 2023",2nd Qtr,10:42,0,2,5,1,36,35,UTA,LAL,2023,red
48,264,"Apr 4, 2023",2nd Qtr,10:27,1,2,2,1,38,35,UTA,LAL,2023,green
251,89,"Apr 4, 2023",2nd Qtr,9:16,1,3,25,1,41,39,UTA,LAL,2023,green
48,198,"Apr 4, 2023",2nd Qtr,8:24,1,2,4,1,45,39,UTA,LAL,2023,green
300,265,"Apr 4, 2023",2nd Qtr,7:57,0,3,25,1,46,42,UTA,LAL,2023,red
243,254,"Apr 4, 2023",3rd Qtr,9:41,0,2,19,1,71,62,UTA,LAL,2023,red
256,73,"Apr 4, 2023",3rd Qtr,8:39,0,3,26,1,71,65,UTA,LAL,2023,red
108,7,"Apr 4, 2023",3rd Qtr,7:36,1,3,24,1,77,70,UTA,LAL,2023,green
313,263,"Apr 4, 2023",3rd Qtr,2:29,0,3,26,1,89,87,UTA,LAL,2023,red
83,187,"Apr 4, 2023",3rd Qtr,0:24,1,2,6,1,97,91,UTA,LAL,2023,green
353,210,"Apr 4, 2023",4th Qtr,10:02,0,3,30,0,97,97,UTA,LAL,2023,red
80,217,"Apr 4, 2023",4th Qtr,9:10,1,2,4,1,102,99,UTA,LAL,2023,green
219,96,"Apr 4, 2023",4th Qtr,8:35,0,2,22,1,102,101,UTA,LAL,2023,red
128,208,"Apr 4, 2023",4th Qtr,4:03,1,2,8,1,114,106,UTA,LAL,2023,green
58,260,"Apr 4, 2023",4th Qtr,3:26,1,2,2,1,116,109,UTA,LAL,2023,green
80,212,"Apr 4, 2023",4th Qtr,2:53,0,2,4,1,117,111,UTA,LAL,2023,red
78,207,"Apr 4, 2023",4th Qtr,0:00,0,2,4,0,124,124,UTA,LAL,2023,red
248,423,"Apr 4, 2023",1st OT,4:36,1,3,27,0,127,127,UTA,LAL,2023,green
241,430,"Apr 4, 2023",1st OT,3:03,0,3,27,0,127,127,UTA,LAL,2023,red
61,263,"Apr 4, 2023",1st OT,2:36,1,2,3,1,129,127,UTA,LAL,2023,green
280,112,"Apr 4, 2023",1st OT,0:58,0,3,26,0,131,132,UTA,LAL,2023,red
58,263,"Apr 4, 2023",1st OT,0:27,1,2,2,1,135,133,UTA,LAL,2023,green
72,200,"Apr 5, 2023",1st Qtr,7:47,1,2,5,0,8,18,LAC,LAL,2023,green
300,269,"Apr 5, 2023",2nd Qtr,11:34,0,3,25,0,31,39,LAC,LAL,2023,red
126,240,"Apr 5, 2023",2nd Qtr,9:58,0,2,8,0,36,46,LAC,LAL,2023,red
259,275,"Apr 5, 2023",2nd Qtr,8:14,0,2,21,0,38,52,LAC,LAL,2023,red
252,112,"Apr 5, 2023",2nd Qtr,1:56,0,2,24,0,50,63,LAC,LAL,2023,red
118,328,"Apr 5, 2023",2nd Qtr,0:26,0,2,11,0,52,68,LAC,LAL,2023,red
273,103,"Apr 5, 2023",3rd Qtr,11:09,1,3,26,0,55,76,LAC,LAL,2023,green
63,216,"Apr 5, 2023",3rd Qtr,10:35,1,2,3,0,57,76,LAC,LAL,2023,green
365,180,"Apr 5, 2023",3rd Qtr,8:59,1,3,32,0,60,77,LAC,LAL,2023,green
61,258,"Apr 5, 2023",3rd Qtr,8:27,1,2,2,0,62,77,LAC,LAL,2023,green
339,372,"Apr 5, 2023",3rd Qtr,7:33,0,3,32,0,63,77,LAC,LAL,2023,red
58,231,"Apr 5, 2023",3rd Qtr,6:29,1,2,1,0,69,79,LAC,LAL,2023,green
130,141,"Apr 5, 2023",3rd Qtr,5:13,0,2,13,0,71,79,LAC,LAL,2023,red
63,268,"Apr 5, 2023",3rd Qtr,1:37,1,2,3,0,80,89,LAC,LAL,2023,green
61,262,"Apr 5, 2023",3rd Qtr,0:34,1,2,2,0,82,91,LAC,LAL,2023,green
60,257,"Apr 5, 2023",4th Qtr,9:54,1,2,2,0,86,100,LAC,LAL,2023,green
56,222,"Apr 5, 2023",4th Qtr,7:46,1,2,2,0,92,106,LAC,LAL,2023,green
318,313,"Apr 5, 2023",4th Qtr,4:14,1,3,28,0,97,114,LAC,LAL,2023,green
60,254,"Apr 5, 2023",4th Qtr,2:54,1,2,2,0,102,116,LAC,LAL,2023,green
303,92,"Apr 5, 2023",4th Qtr,1:34,1,3,29,0,108,118,LAC,LAL,2023,green
72,92,"Apr 7, 2023",1st Qtr,10:09,0,2,15,1,5,2,PHO,LAL,2023,red
75,111,"Apr 7, 2023",1st Qtr,7:34,0,2,13,1,8,4,PHO,LAL,2023,red
317,259,"Apr 7, 2023",1st Qtr,6:32,1,3,27,1,13,11,PHO,LAL,2023,green
57,241,"Apr 7, 2023",2nd Qtr,11:06,1,2,1,0,32,34,PHO,LAL,2023,green
205,452,"Apr 7, 2023",2nd Qtr,8:36,0,3,26,0,39,41,PHO,LAL,2023,red
295,340,"Apr 7, 2023",2nd Qtr,7:28,0,3,26,0,42,44,PHO,LAL,2023,red
68,273,"Apr 7, 2023",2nd Qtr,0:46,0,2,4,0,55,60,PHO,LAL,2023,red
125,258,"Apr 7, 2023",3rd Qtr,11:14,0,2,8,0,61,64,PHO,LAL,2023,red
315,177,"Apr 7, 2023",3rd Qtr,7:44,1,3,27,1,72,68,PHO,LAL,2023,green
86,263,"Apr 7, 2023",3rd Qtr,7:16,0,2,4,1,72,70,PHO,LAL,2023,red
119,242,"Apr 7, 2023",3rd Qtr,6:30,0,2,7,0,72,75,PHO,LAL,2023,red
274,103,"Apr 7, 2023",4th Qtr,11:08,0,3,26,1,96,94,PHO,LAL,2023,red
155,238,"Apr 7, 2023",4th Qtr,10:02,1,2,11,1,98,96,PHO,LAL,2023,green
84,258,"Apr 7, 2023",4th Qtr,9:16,0,2,4,1,100,96,PHO,LAL,2023,red
66,243,"Apr 7, 2023",4th Qtr,9:04,1,2,2,1,102,96,PHO,LAL,2023,green
274,388,"Apr 7, 2023",4th Qtr,7:34,1,3,27,1,107,96,PHO,LAL,2023,green
160,315,"Apr 7, 2023",4th Qtr,5:36,0,2,13,1,109,98,PHO,LAL,2023,red
133,192,"Apr 7, 2023",4th Qtr,2:19,0,2,10,1,115,105,PHO,LAL,2023,red
240,428,"Apr 7, 2023",4th Qtr,1:17,0,3,27,1,118,105,PHO,LAL,2023,red
58,214,"Apr 9, 2023",1st Qtr,10:11,0,2,3,1,4,3,UTA,LAL,2023,red
68,232,"Apr 9, 2023",1st Qtr,9:48,0,2,2,1,4,3,UTA,LAL,2023,red
45,17,"Apr 9, 2023",1st Qtr,9:44,1,3,22,1,7,3,UTA,LAL,2023,green
262,353,"Apr 9, 2023",1st Qtr,9:11,1,3,24,1,10,3,UTA,LAL,2023,green
278,340,"Apr 9, 2023",1st Qtr,8:49,1,3,25,1,13,3,UTA,LAL,2023,green
318,214,"Apr 9, 2023",1st Qtr,7:37,0,3,27,1,15,5,UTA,LAL,2023,red
246,200,"Apr 9, 2023",2nd Qtr,11:28,1,2,20,1,33,25,UTA,LAL,2023,green
308,82,"Apr 9, 2023",2nd Qtr,10:27,0,3,30,1,36,28,UTA,LAL,2023,red
263,376,"Apr 9, 2023",2nd Qtr,8:39,0,3,25,1,38,35,UTA,LAL,2023,red
64,232,"Apr 9, 2023",2nd Qtr,7:06,1,2,2,1,44,40,UTA,LAL,2023,green
59,230,"Apr 9, 2023",2nd Qtr,2:10,1,2,1,1,58,52,UTA,LAL,2023,green
188,157,"Apr 9, 2023",2nd Qtr,0:05,0,2,16,1,65,56,UTA,LAL,2023,red
299,219,"Apr 9, 2023",3rd Qtr,11:43,0,3,25,1,65,56,UTA,LAL,2023,red
303,257,"Apr 9, 2023",3rd Qtr,9:26,1,3,25,1,77,63,UTA,LAL,2023,green
165,258,"Apr 9, 2023",3rd Qtr,8:00,1,2,12,1,79,72,UTA,LAL,2023,green
213,365,"Apr 9, 2023",3rd Qtr,6:57,0,2,21,1,81,77,UTA,LAL,2023,red
279,242,"Apr 9, 2023",3rd Qtr,4:28,0,2,23,1,88,82,UTA,LAL,2023,red
68,245,"Apr 9, 2023",3rd Qtr,3:52,1,2,2,1,90,82,UTA,LAL,2023,green
293,173,"Apr 9, 2023",4th Qtr,8:35,1,3,25,1,110,101,UTA,LAL,2023,green
306,253,"Apr 9, 2023",4th Qtr,6:05,0,3,26,1,115,108,UTA,LAL,2023,red
343,166,"Apr 9, 2023",4th Qtr,3:32,1,3,30,1,120,115,UTA,LAL,2023,green
334,301,"Apr 9, 2023",4th Qtr,2:55,0,3,29,1,120,115,UTA,LAL,2023,red
105,260,"Apr 9, 2023",4th Qtr,1:59,0,2,6,1,120,117,UTA,LAL,2023,red
303,211,"Apr 9, 2023",4th Qtr,1:07,1,3,26,1,125,117,UTA,LAL,2023,green
301,429,"Apr 9, 2023",4th Qtr,0:39,1,3,31,1,128,117,UTA,LAL,2023,green
212,259,"Apr 11, 2023",1st Qtr,11:28,0,2,16,0,0,0,MIN,LAL,2023,red
202,364,"Apr 11, 2023",1st Qtr,10:39,0,2,20,1,2,1,MIN,LAL,2023,red
274,112,"Apr 11, 2023",1st Qtr,10:15,0,3,26,1,2,1,MIN,LAL,2023,red
72,242,"Apr 11, 2023",1st Qtr,8:50,1,2,2,0,4,7,MIN,LAL,2023,green
79,263,"Apr 11, 2023",1st Qtr,5:21,1,2,4,0,12,16,MIN,LAL,2023,green
76,236,"Apr 11, 2023",2nd Qtr,11:32,1,2,3,0,24,31,MIN,LAL,2023,green
261,219,"Apr 11, 2023",2nd Qtr,10:26,1,2,21,0,27,35,MIN,LAL,2023,green
87,228,"Apr 11, 2023",2nd Qtr,9:42,1,2,4,0,29,35,MIN,LAL,2023,green
214,422,"Apr 11, 2023",2nd Qtr,7:50,1,3,24,0,34,42,MIN,LAL,2023,green
74,233,"Apr 11, 2023",2nd Qtr,3:36,1,2,3,1,45,44,MIN,LAL,2023,green
238,429,"Apr 11, 2023",2nd Qtr,2:21,0,3,27,0,47,49,MIN,LAL,2023,red
71,234,"Apr 11, 2023",2nd Qtr,1:54,0,2,2,0,47,51,MIN,LAL,2023,red
279,384,"Apr 11, 2023",3rd Qtr,10:58,1,3,27,0,52,62,MIN,LAL,2023,green
85,240,"Apr 11, 2023",3rd Qtr,9:08,1,2,4,0,57,65,MIN,LAL,2023,green
53,238,"Apr 11, 2023",3rd Qtr,7:23,1,2,0,0,61,68,MIN,LAL,2023,green
64,236,"Apr 11, 2023",3rd Qtr,0:22,1,2,1,0,79,86,MIN,LAL,2023,green
81,199,"Apr 11, 2023",4th Qtr,4:29,0,2,5,0,90,95,MIN,LAL,2023,red
153,254,"Apr 11, 2023",4th Qtr,2:36,0,2,10,0,92,95,MIN,LAL,2023,red
283,356,"Apr 11, 2023",4th Qtr,2:02,1,3,26,0,95,95,MIN,LAL,2023,green
213,434,"Apr 11, 2023",4th Qtr,1:21,0,3,25,0,95,95,MIN,LAL,2023,red
206,189,"Apr 11, 2023",1st OT,2:42,0,2,16,1,103,98,MIN,LAL,2023,red
257,62,"Apr 16, 2023",1st Qtr,8:13,0,3,27,0,8,9,MEM,LAL,2023,red
233,49,"Apr 16, 2023",1st Qtr,6:59,0,3,26,0,11,13,MEM,LAL,2023,red
115,198,"Apr 16, 2023",1st Qtr,6:26,0,2,8,0,13,13,MEM,LAL,2023,red
61,253,"Apr 16, 2023",1st Qtr,6:00,1,2,2,1,17,13,MEM,LAL,2023,green
209,102,"Apr 16, 2023",2nd Qtr,11:42,0,2,21,1,32,27,MEM,LAL,2023,red
56,217,"Apr 16, 2023",2nd Qtr,10:42,1,2,2,1,37,31,MEM,LAL,2023,green
71,212,"Apr 16, 2023",2nd Qtr,9:53,0,2,3,1,37,33,MEM,LAL,2023,red
57,253,"Apr 16, 2023",2nd Qtr,6:50,1,2,1,1,45,42,MEM,LAL,2023,green
247,62,"Apr 16, 2023",2nd Qtr,6:01,0,3,26,1,47,42,MEM,LAL,2023,red
94,213,"Apr 16, 2023",2nd Qtr,2:09,1,2,5,0,54,56,MEM,LAL,2023,green
248,418,"Apr 16, 2023",3rd Qtr,10:12,0,3,27,0,63,67,MEM,LAL,2023,red
75,275,"Apr 16, 2023",3rd Qtr,9:51,1,2,4,0,65,67,MEM,LAL,2023,green
